7.280711905361789	1.1495452986223298	6.736354194496229	
3.8793081522722535	8.41555185135897	6.95736698788098	
8.716739566117894	8.511808196801	8.157985538863928	
7.430113206121256	4.396329382003763	1.3261116614589732	
0.5438011308909231	6.60544971122534	7.564161957111677	
2.3129094217309065	7.619372153990757	2.091260623691388	
7.341970389406325	4.158634128273868	8.302888647834322	
8.17779510743673	8.344576027612295	2.8468181972722606	
4.884497639149726	1.4411341260908728	2.41389420628086	
2.6067031918080694	4.305399703047077	2.2740985888932785	
1.5649925776003124	2.2190655794010534	7.146747604325855	
8.644569322552082	3.9934992852925393	5.278858305289394	

